episode,steps,elapsed_sec,reward_mode,seed,terminated,truncated,termination_reason,time_limit_rate,deadline_gamma,deadline_seconds,critical_path_cycles,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm
1,300,17.40913963317871,delta_cft,7,False,True,time_limit,1.0,2.887843063737857,1.4948118069612673,465613487.0957507,13,13,150,0.007843518629670143,-8.777324183029123e-06,8.10377168818377e-05,-1.0000540018081665,0.8498319387435913,0.0108898065186153,15.317743301391602,0.0007458062641217605,5.402514332406334e-06,0.3230654241641274,0.0,0.0,0.18,1.0,0.0,0.0,0.48148148148148145,0.5185185185185185,0.0,0.48148148148148145,0.5185185185185185,0.0,0.48054879117343163,0.8372069001197815,0.5845011511239512,0.019482847469746423,0.2013739224137931,0.0012159916343456455,0.04343295690667783,0.011242447320596668,0.500897470058809
2,300,18.28251075744629,delta_cft,7,False,True,time_limit,1.0,2.944258434670194,1.5777817789675226,464989884.9726582,14,14,157,0.017573464661836624,-4.981983693141956e-06,3.060356903006323e-05,-1.0000050067901611,1.6641805171966553,0.02145879701438025,15.287137031555188,0.001395379017989001,2.040237863981415e-06,0.29146687064789345,0.14285714285714285,0.14285714285714285,0.3057324840764331,0.8571428571428571,0.0,0.0,0.2708333333333333,0.7291666666666666,0.0,0.2708333333333333,0.7291666666666666,0.0,0.5156931033513198,0.841580331325531,0.5880074640588154,0.01091758469267497,0.18911210317460317,-0.0020527970045804977,0.12484907325068932,0.048611590705279796,0.5043061441549707
3,300,18.426576137542725,delta_cft,7,False,True,time_limit,1.0,2.866902475984378,1.696640368446975,425874317.39028305,14,14,153,0.011942326091229916,-3.6710431459141546e-06,0.06635487414896492,-1.0000067949295044,0.8397164344787598,0.014407760337426892,15.362712247031087,0.001019004544447888,0.004413949963817205,0.36648127114833806,0.14285714285714285,0.14285714285714285,0.24836601307189543,0.8571428571428571,0.0,0.0,0.34210526315789475,0.6578947368421053,0.0,0.34210526315789475,0.6578947368421053,0.0,0.4610871449112892,0.7331271767616272,0.5944988161830579,0.010740404520420578,0.1438029661016949,-0.00043998590386393714,0.0528849128947467,0.014112494039443969,0.48421737873705767
4,300,20.337474584579468,delta_cft,7,False,True,time_limit,1.0,3.102168211490559,1.6138400998406028,461933816.8562032,18,18,211,0.010395199991762638,-5.773538759967778e-06,0.035664164088666586,-1.0000083446502686,1.8077852725982666,0.013979597180466562,15.341729164123535,0.0009172411585801865,0.00233538956013186,0.32760798970857363,0.0,0.0,0.1990521327014218,0.9444444444444444,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,0.0,0.4470553197676227,0.7240886688232422,0.6064847549840585,0.010584309705838894,0.11368936567164178,-0.0016216260325441609,0.05665531927335715,0.014576338912680079,0.4812913132525647
5,300,17.814820289611816,delta_cft,7,False,True,time_limit,1.0,3.177580794647152,2.2659388303720838,494605320.87851286,12,12,149,0.017519919201731682,-3.4821287044906057e-06,2.2633803382632323e-05,-1.000009298324585,1.0631047487258911,0.020859843703602023,15.410815556844083,0.0013919929274663345,1.5089202191754957e-06,0.41388938118350943,0.08333333333333333,0.08333333333333333,0.3691275167785235,0.9166666666666666,0.0,0.0,0.2,0.8,0.0,0.2,0.8,0.0,0.5415995654734698,0.9458960890769958,0.5970245551850114,0.00975382907823327,0.13971819196428573,-0.005684545770886221,0.08189690450256291,0.02332341594904262,0.5332263482601515
6,300,16.32106614112854,delta_cft,7,False,True,time_limit,1.0,2.7013162028511983,1.4849765599948481,430851504.9041007,13,13,144,0.027888460084795952,2.7929206680710195e-06,0.16494511961936967,-1.3149951696395874,2.0474436283111572,0.03973154506908009,15.254990577697754,0.002084660911658511,0.010946729226156875,0.2587248202164879,0.0,0.0,0.5069444444444444,1.0,0.0,0.0,0.1780821917808219,0.821917808219178,0.0,0.1780821917808219,0.821917808219178,0.0,0.5532963126897812,0.8697038292884827,0.6050613279405394,0.00970030535041077,0.09258497807017543,0.0005066031018239364,0.16796852311674962,0.0723896384639502,0.7610922092408464
7,300,20.43625569343567,delta_cft,7,False,True,time_limit,1.0,3.1222061306808664,1.6858033269918358,449071800.2400651,20,20,234,0.07270095497369766,-6.147063800199248e-07,0.32795599400997205,-1.3137553930282593,1.8807182312011719,0.07574475301814826,15.195662927627584,0.0050735734292966265,0.02422968273233762,0.1753937826944837,0.25,0.25,0.49572649572649574,0.75,0.0,0.0,0.13793103448275862,0.853448275862069,0.008620689655172414,0.13793103448275862,0.853448275862069,0.008620689655172414,0.48756825275205334,0.8432427644729614,0.6032834325147711,0.005826254189689306,0.04444067028985507,-0.001350079787949073,0.813452324465565,0.39331041486002505,2.1958660049282988
8,300,20.935460329055786,delta_cft,7,False,True,time_limit,1.0,2.970575682955625,1.6416881277944708,466057930.8508115,16,16,184,0.0509033203125,-8.290848199976608e-06,0.256880456209183,-1.0000083446502686,1.8737986087799072,0.05017913846668432,15.194108664989482,0.003618808306367689,0.01605671671308799,0.20323866376950936,0.125,0.125,0.5163043478260869,0.875,0.0,0.0,0.15789473684210525,0.8421052631578947,0.0,0.15789473684210525,0.8421052631578947,0.0,0.5123407654268177,0.8206881284713745,0.6218054577492286,0.003639912876415242,0.07869112318840579,-0.0004777606117768564,0.3362745866449415,0.1552234236690877,1.61598926410079
9,300,19.45516037940979,delta_cft,7,False,True,time_limit,1.0,2.950602707009911,1.57701432549337,449258314.1506338,15,15,169,0.024568509310483932,-6.30409476798377e-06,0.08730900958180461,-1.0000097751617432,1.587810754776001,0.02715091210595599,15.272301673889165,0.0018626122958553821,0.005723073333277243,0.2692201571051948,0.06666666666666667,0.06666666666666667,0.378698224852071,0.9333333333333333,0.0,0.0,0.234375,0.765625,0.0,0.234375,0.765625,0.0,0.46164877101546153,0.7911019325256348,0.6137638197495388,0.009250975883780764,0.09645432692307693,0.0014654911982898528,0.1456999649759382,0.06204019716510979,1.084488903903044
10,300,19.589799642562866,delta_cft,7,False,True,time_limit,1.0,3.1622906169246683,1.548751610176387,462774468.3062573,16,16,184,0.03815818950533867,-1.1867910870932974e-05,0.23905258178710975,-1.159809947013855,1.7001698017120361,0.04656927069840021,15.2050263285637,0.002769699089485861,0.018073716080214332,0.22632830090184286,0.125,0.125,0.483695652173913,0.875,0.0,0.0,0.16853932584269662,0.8314606741573034,0.0,0.16853932584269662,0.8314606741573034,0.0,0.38383118977791136,0.7649134993553162,0.6180661806175786,0.010249130942317988,0.1299773185483871,0.0006253354461683381,0.223586693766617,0.10005735874085897,1.0176734439427815
11,300,16.976634979248047,delta_cft,7,False,True,time_limit,1.0,3.1423214596852955,1.408644695447098,441218821.8617198,14,14,154,0.03648598864674568,-3.5471031196721015e-06,0.19863671362400073,-1.4801521301269531,2.36487078666687,0.04861301649279025,15.172838415418358,0.0026580788669568105,0.014258482098854714,0.17718673078112673,0.07142857142857142,0.07142857142857142,0.512987012987013,0.9285714285714286,0.0,0.0,0.17721518987341772,0.8227848101265823,0.0,0.17721518987341772,0.8227848101265823,0.0,0.49556292104829525,0.8819513916969299,0.6294149627973293,0.006831943679697298,0.08580280172413793,-0.0011469998220302936,0.16348819421796962,0.06800879828294674,1.0439829365189732
12,300,20.288530349731445,delta_cft,7,False,True,time_limit,1.0,3.1896845002535437,1.714846548812799,478047222.4304871,16,16,193,0.04287317022681236,-7.770493539283052e-06,0.18210124000906944,-1.2344695329666138,1.8033945560455322,0.04643222646216859,15.207107067108165,0.003084213900786894,0.012140712270499315,0.21809788379460912,0.125,0.125,0.5129533678756477,0.875,0.0,0.0,0.15151515151515152,0.8484848484848485,0.0,0.15151515151515152,0.8484848484848485,0.0,0.4475595108750794,0.8347625136375427,0.6401768050649587,0.0063711444878101564,0.048138786764705885,-0.0023571643807158314,0.23933926413712256,0.1045089323169497,1.5350057860178983
13,300,15.884436845779419,delta_cft,7,False,True,time_limit,1.0,2.9772152842143895,1.463404205826576,485197281.2993476,12,12,143,0.028572095558047295,-7.07728395354934e-06,4.600220563588664e-05,-1.6743005514144897,2.196826219558716,0.04308082714330037,15.202127456665046,0.002130017356244498,3.0668136116604756e-06,0.20499805447127206,0.08333333333333333,0.08333333333333333,0.5034965034965035,0.9166666666666666,0.0,0.0,0.1527777777777778,0.8472222222222222,0.0,0.1527777777777778,0.8472222222222222,0.0,0.5001767592556361,0.9337559938430786,0.6315804637436356,0.007510016754427592,0.10016741071428571,-0.0017889424904881576,0.12954835374694085,0.050353624479612336,1.3803947384336166
14,300,19.046802759170532,delta_cft,7,False,True,time_limit,1.0,2.9930234148056827,1.5391222511122016,471809865.7592925,15,15,176,0.01594455912709236,-8.584717761550564e-06,0.003908929193858938,-1.4626532793045044,1.9115757942199707,0.026575301648206772,15.311051177978522,0.0012883291705048329,0.005167335882547023,0.2936252821878475,0.06666666666666667,0.06666666666666667,0.26136363636363635,0.9333333333333333,0.0,0.0,0.32608695652173914,0.6739130434782609,0.0,0.32608695652173914,0.6739130434782609,0.0,0.4699434507638216,0.8099134564399719,0.642131983272491,0.006038269090969416,0.036290322580645164,3.7442382064557846e-05,0.0934345031292328,0.03391205510800524,1.0039207767995615
15,300,19.270829916000366,delta_cft,7,False,True,time_limit,1.0,2.90350147699559,1.5308218510313472,471546602.58168685,18,18,209,0.04807481914758682,-1.813942925908958e-07,0.21326194927096367,-1.000005841255188,1.6773208379745483,0.056763658455540204,15.216006755828879,0.003430767816087404,0.014269182802092049,0.21393803245126478,0.2777777777777778,0.2777777777777778,0.507177033492823,0.6666666666666666,0.0,0.0,0.12264150943396226,0.8773584905660378,0.0,0.12264150943396226,0.8773584905660378,0.0,0.5235382710838303,0.9208809733390808,0.6317868644282931,0.004881849736973111,0.03571428571428571,-0.0011139504929324464,0.25249083195295596,0.11249572868340664,1.367946563791188
16,300,21.701966762542725,delta_cft,7,False,True,time_limit,1.0,2.9144223051310383,1.438560035969397,472081321.45470047,19,19,226,0.057307127863168716,-4.273009380995063e-06,0.310579988360405,-2.2204856872558594,2.23755145072937,0.06584803843304485,15.187428926166762,0.004047016270427934,0.021030738685453042,0.19040541731637708,0.3684210526315789,0.3684210526315789,0.5575221238938053,0.631578947368421,0.0,0.0,0.09523809523809523,0.9047619047619048,0.0,0.09523809523809523,0.9047619047619048,0.0,0.5116028100813902,0.8479141592979431,0.6334789449899969,0.0063346655044088165,0.043023767605633804,-0.003802546714826054,0.2874608510764132,0.12725830066647434,1.5755993049644248
17,300,18.71928906440735,delta_cft,7,False,True,time_limit,1.0,2.9783758162121137,1.5468619301404138,452207451.4822466,16,16,184,0.18221844732761383,0.0,1.498312687873841,-1.5974138975143433,6.002830982208252,0.20694813052098487,15.050387203693443,0.012375689420040019,0.10426266375742003,0.053737139129227895,0.6875,0.6875,0.8858695652173914,0.3125,0.0,0.0,0.03680981595092025,0.9631901840490797,0.0,0.03680981595092025,0.9631901840490797,0.0,0.48424219824030906,0.8579476475715637,0.6256399454944062,0.003585078065181292,0.02166193181818182,0.0037140399958430366,3.4891160605757525,1.7357592617697788,8.389609753859766
18,300,20.896029233932495,delta_cft,7,False,True,time_limit,1.0,2.7552596673808756,1.6711851698753946,460973500.59649247,18,18,206,0.22830592095851898,-1.045033241098281e-05,1.6776297092437746,-1.1925097703933716,3.9886155128479004,0.21939836289813633,15.075142277611686,0.01544814505338746,0.1117955854757097,0.058749950133795914,0.7777777777777778,0.7777777777777778,0.8640776699029126,0.16666666666666666,0.0,0.0,0.016853932584269662,0.9831460674157303,0.0,0.016853932584269662,0.9831460674157303,0.0,0.48220205469203464,0.8714422583580017,0.6316456704923551,0.0054141725461343175,0.0214576198630137,0.0002393193912934767,6.123259768910604,3.0492362963826687,6.966112405061722
19,17,0.9513685703277588,delta_cft,7,True,False,all_finished,0.0,2.9284278920914226,1.314349696573257,403406490.72940946,12,12,125,4.595509052276611,3.346813917160034,10.945300292968746,-1.8209532499313354,15.0,4.8097388763736495,0.8500000000000001,0.30643445200738034,0.662108343002273,0.13035194046941462,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48420131868124006,0.8614840507507324,0.1956050582230091,0.005014085172054668,0.0026041666666666665,0.0009231933703025182,528.5103123982748,264.2521692911784,860.9322713216146
20,300,14.863555431365967,delta_cft,7,False,True,time_limit,1.0,3.0812897363221556,1.5391965008490882,430364710.4430427,12,12,133,0.18627339601516724,-6.525683784275316e-05,0.07958093839699343,-1.4530482292175293,9.06086540222168,0.1993692600562617,15.003653526306225,0.012644227795624192,0.10577728480420956,0.01227414261632414,0.9166666666666666,0.9166666666666666,0.9924812030075187,0.08333333333333333,0.0,0.0,0.007575757575757576,0.9924242424242424,0.0,0.007575757575757576,0.9924242424242424,0.0,0.491540390878182,0.8627657294273376,0.6338850741407701,0.0019180653544026427,0.00830078125,0.002808729269807892,3.1566350028317953,1.5684485372663144,12.949000848191124
21,300,17.543426990509033,delta_cft,7,False,True,time_limit,1.0,2.960002259683179,1.529801705626911,459625029.0355206,17,17,201,0.22318188846111298,3.272876483606524e-06,1.49477827548981,-2.803170680999756,4.153692245483398,0.2935203473715899,15.040600664475448,0.015106831953450058,0.11574333835893452,0.04431303823734871,0.8235294117647058,0.8235294117647058,0.8905472636815921,0.11764705882352941,0.0,0.0,0.0111731843575419,0.9888268156424581,0.0,0.0111731843575419,0.9888268156424581,0.0,0.4618733377097039,0.8555426001548767,0.6340822404430758,0.0038045418970737484,0.012474798387096774,-0.004057341180140933,5.185548095933853,2.5760350522975766,11.714200062136497
22,300,17.623154163360596,delta_cft,7,False,True,time_limit,1.0,3.310118921727255,1.5153017452437618,491643803.96078527,13,13,155,0.03312693163752556,-6.16336092207348e-06,0.003944768697693668,-1.3558253049850464,2.1140127182006836,0.04380052769226002,15.178537735572247,0.002434131044382553,0.005212849931336395,0.1825317559020567,0.23076923076923078,0.23076923076923078,0.5161290322580645,0.7692307692307693,0.0,0.0,0.125,0.875,0.0,0.125,0.875,0.0,0.46516074510291217,0.8690806031227112,0.6572419284232731,0.006432417873493877,0.040342133620689655,0.008238072820200488,0.7420732235808953,0.3661298477572614,5.948378873539382
23,300,20.827842950820923,delta_cft,7,False,True,time_limit,1.0,2.9538566349400335,1.331381101700338,459451483.89842844,17,17,196,0.017139717936515808,1.6650999896228313e-05,0.11017527580261233,-1.0000109672546387,1.5022938251495361,0.01765672585227294,15.259966850280762,0.0013664012530533302,0.005052159878420533,0.2576566509405683,0.0,0.0,0.28061224489795916,1.0,0.0,0.0,0.3090909090909091,0.6909090909090909,0.0,0.3090909090909091,0.6909090909090909,0.0,0.4700367746366696,0.8347938656806946,0.6638484754856082,0.006343483646481257,0.07359601449275362,0.0023648072796725278,0.1293443163951346,0.053759996269735086,1.3118067764933559
24,300,18.967183589935303,delta_cft,7,False,True,time_limit,1.0,2.9968809592990895,1.7005161720182156,470981834.4589902,15,15,174,0.017610939219594002,-7.26208327250788e-06,0.05831981468945747,-0.890113353729248,1.5542656183242798,0.020340319916761745,15.345170275370291,0.0013976737495616518,0.004175559473695313,0.3307776376061303,0.13333333333333333,0.13333333333333333,0.3045977011494253,0.8,0.0,0.0,0.22641509433962265,0.7735849056603774,0.0,0.22641509433962265,0.7735849056603774,0.0,0.5673446383959843,0.8985088467597961,0.6630941718336074,0.006283335595188903,0.059727822580645164,0.005369096883617702,0.06828062964280346,0.02624752876468964,0.8449388252751481
25,300,19.70581078529358,delta_cft,7,False,True,time_limit,1.0,2.946610556124343,1.6798540064304872,463104893.4572786,14,14,155,0.008571897633373737,-7.615082722622901e-06,0.00010661061969585717,-1.0000076293945312,1.4467687606811523,0.0106361069883625,15.375704765319824,0.0007947822091996667,7.10737466460902e-06,0.37591928680736925,0.0,0.0,0.18064516129032257,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.48885813009526047,0.7442671060562134,0.6781347119618976,0.004836265640776782,0.03521825396825397,-1.9026598671362515e-05,0.0315688042892217,0.002202682097309402,0.6038147650718216
26,300,19.726970672607422,delta_cft,7,False,True,time_limit,1.0,3.068170309222229,1.7030207662173091,470297191.6816635,14,14,157,0.01444707065820694,-8.27501298772404e-06,0.00011584986350499094,-1.0000495910644531,1.509819507598877,0.015880803714823744,15.345742225646973,0.0011868789210193135,7.723324054527079e-06,0.3379253013928642,0.0,0.0,0.2802547770700637,1.0,0.0,0.0,0.3181818181818182,0.6818181818181818,0.0,0.3181818181818182,0.6818181818181818,0.0,0.3497832120311531,0.7247961759567261,0.6773028778178352,0.007824727607565739,0.0915798611111111,-0.0013678160390727932,0.04935268231201917,0.009762468052998421,0.6622474863533936
27,300,20.79949140548706,delta_cft,7,False,True,time_limit,1.0,3.0423047824207123,1.5177173484602497,461477778.1645144,16,16,182,0.017504535615444183,-9.33600495045539e-06,0.0656151816248895,-1.0000097751617432,1.760414958000183,0.024346255802642932,15.29333209991455,0.0013924262721724423,0.005074861072241581,0.30162916521230454,0.0,0.0,0.2802197802197802,1.0,0.0,0.0,0.3137254901960784,0.6862745098039216,0.0,0.3137254901960784,0.6862745098039216,0.0,0.3719404470358117,0.6922239065170288,0.6943799330638005,0.00566168417616819,0.06622596153846154,-0.0016810578437378774,0.07304866066059242,0.02095567460100238,0.8113605686105214
28,300,20.129146337509155,delta_cft,7,False,True,time_limit,1.0,2.905474387516673,1.363226973896024,508989341.2630558,17,17,220,0.029061798006296158,-3.368503485035035e-06,0.1304719470441342,-1.0000113248825073,1.613519549369812,0.031018137087411572,15.237228169160737,0.0021617382441539044,0.008698547379811988,0.22250229166992128,0.058823529411764705,0.058823529411764705,0.35,0.8823529411764706,0.0,0.0,0.2077922077922078,0.7922077922077922,0.0,0.2077922077922078,0.7922077922077922,0.0,0.34145204008061003,0.762097179889679,0.7563979397527874,0.011925297194466111,0.090087890625,0.00021580656175501645,0.10165487930498784,0.0359152878227178,0.8913724063895643
29,300,17.1968514919281,delta_cft,7,False,True,time_limit,1.0,3.1862439398573055,1.7711701069731056,459023420.6819318,12,12,138,0.03599444776773453,-7.0024639171606395e-06,0.004900330625242726,-1.0000070333480835,1.569822907447815,0.03934101826414554,15.204286972681688,0.0026239970615214267,3.0343944040571304e-06,0.207932662814847,0.08333333333333333,0.08333333333333333,0.5362318840579711,0.9166666666666666,0.0,0.0,0.16216216216216217,0.8378378378378378,0.0,0.16216216216216217,0.8378378378378378,0.0,0.35351212176406205,0.7343347072601318,1.0889930911362171,0.10214862046684305,0.3037109375,-0.0007289704184846155,0.13186229411179998,0.043422314654370506,1.3366093724034727
30,300,18.196505784988403,delta_cft,7,False,True,time_limit,1.0,3.155861226809095,1.4947061177763055,398921825.7587138,15,15,147,0.10211820900440216,-8.390916264033876e-06,0.5517466038465507,-1.0000083446502686,3.175210952758789,0.10711678887910592,15.068193372090695,0.007033321648630455,0.03658327656172758,0.06546169232062603,0.4666666666666667,0.4666666666666667,0.8027210884353742,0.5333333333333333,0.0,0.0,0.0847457627118644,0.9152542372881356,0.0,0.0847457627118644,0.9152542372881356,0.0,0.3239642308504021,0.7229751944541931,1.542590046121228,0.14412234381081596,0.3920740927419355,0.019710606962983167,0.8375583193114688,0.40763796470879066,4.402379340702487
31,300,16.348005056381226,delta_cft,7,False,True,time_limit,1.0,2.8653391992705814,1.733619632816177,505704986.91123104,13,13,158,0.11077584326267242,6.566493993886979e-06,1.1906862974166874,-2.630936622619629,3.826382637023926,0.1559477949432503,15.067739486694373,0.007611573866049434,0.07924430778698331,0.06684895905724432,0.46153846153846156,0.46153846153846156,0.8481012658227848,0.46153846153846156,0.0,0.0,0.05223880597014925,0.9402985074626866,0.007462686567164179,0.05223880597014925,0.9402985074626866,0.007462686567164179,0.38341566507266694,0.8128257989883423,1.5182528715384633,0.14719051252764634,0.39809484649122806,0.0302582908045958,1.8991079918648068,0.9494472287203136,4.566371001041772
32,300,19.2396981716156,delta_cft,7,False,True,time_limit,1.0,3.057179647527653,1.5379232939480094,453866555.48694915,15,15,179,0.10235381126403809,-5.749232968810247e-06,0.5887393087148679,-1.000020146369934,2.9977777004241943,0.10515852711989936,15.066351318359418,0.007049604053186208,0.04611801951517772,0.07660064745008559,0.5333333333333333,0.5333333333333333,0.8491620111731844,0.4666666666666667,0.0,0.0,0.046052631578947366,0.9539473684210527,0.0,0.046052631578947366,0.9539473684210527,0.0,0.3837767951650006,0.7806356549263,1.6031443657297078,0.18470045589404463,0.5146780303030303,0.024378322174236404,0.734811364136862,0.3597211158890842,3.317790555795937
33,300,19.38480234146118,delta_cft,7,False,True,time_limit,1.0,3.1501693328092477,1.4706224455684376,428809538.4462905,16,16,172,0.06424785405397415,0.0011281731422059238,0.5393841743469242,-2.853067398071289,7.858221054077148,0.1817893920266372,15.261615753173828,0.004507543382466484,0.039658819741814566,0.2533154077331136,0.0,0.0,0.29651162790697677,1.0,0.0,0.0,0.2549019607843137,0.6862745098039216,0.058823529411764705,0.2549019607843137,0.6862745098039216,0.058823529411764705,0.36062225001845877,0.7780011892318726,1.4846082651807415,0.13921882822028092,0.3653603830645161,0.024766324253212058,2.24510594289149,1.1176271313621151,3.289101189783504
34,300,17.8196542263031,delta_cft,7,False,True,time_limit,1.0,3.2647446621005023,1.5129388850745666,425445162.10898894,12,12,132,0.02024265192449093,0.0018457398400641978,0.3492984205484393,-4.769200325012207,3.4233813285827637,0.16490511350016596,15.287964820861816,0.001573066634873252,0.021757311457453368,0.2901648059487254,0.0,0.0,0.21212121212121213,1.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.39907446127991925,0.7923607230186462,1.5463124854224068,0.13547550202097877,0.33614676339285715,0.028484677700492154,0.9236212245055607,0.4593690432707912,1.6162683448887296
35,300,22.47964119911194,delta_cft,7,False,True,time_limit,1.0,2.9272273958287633,1.4274065174805328,425370553.2021542,20,20,217,-0.012216119095683098,0.006890131859108806,0.37957906126976043,-3.6991541385650635,1.9789081811904907,0.18406504750207084,15.322656631469727,-0.0005905314777153451,0.020459591012085797,0.322811279197525,0.0,0.0,0.16129032258064516,0.95,0.0,0.0,0.22857142857142856,0.45714285714285713,0.3142857142857143,0.22857142857142856,0.45714285714285713,0.3142857142857143,0.41170973288161417,0.7897866368293762,1.3677742743008845,0.07974646617721363,0.17277238175675674,0.034847376761152536,1.1127144650027558,0.5638491247302374,1.6001198685451135
36,300,22.159274339675903,delta_cft,7,False,True,time_limit,1.0,2.957530405419533,1.5935857252724546,458255736.49654317,19,19,215,-0.00719255767762661,0.0017702949699014425,0.2321704268455507,-6.117866039276123,6.058577537536621,0.15703158692252703,15.362778663635254,-0.0002552358702846899,0.0127610894328543,0.364228450258564,0.0,0.0,0.17674418604651163,1.0,0.0,0.0,0.21052631578947367,0.5,0.2894736842105263,0.21052631578947367,0.5,0.2894736842105263,0.520676124546873,0.9314062595367432,1.3273386475832567,0.07424502528232077,0.1777626811594203,0.018791481650070004,1.4677775074606356,0.7261334627974725,1.2720364310603212
37,300,22.18062925338745,delta_cft,7,False,True,time_limit,1.0,2.7404062585261943,1.5531894650966938,445261093.5780583,16,16,178,-0.005330357234925032,0.0020562747959047556,0.29610020667314596,-5.069357872009277,2.685889959335327,0.14849795777975022,15.393247604370117,-0.00013080207015534734,0.015247595888903176,0.40425921161968614,0.0,0.0,0.15168539325842698,1.0,0.0,0.0,0.2962962962962963,0.4074074074074074,0.2962962962962963,0.2962962962962963,0.4074074074074074,0.2962962962962963,0.537711653996397,0.8198407292366028,1.481779162059812,0.09371210944920998,0.21800321691176472,0.018665309190777513,1.4166948702186346,0.6973771658205592,1.3596117011107065
38,300,19.36685538291931,delta_cft,7,False,True,time_limit,1.0,3.021050635080312,1.3694994006429018,458909121.76236504,15,15,166,-0.024532170966267586,-0.003380353795364499,0.16021419838070877,-3.9623610973358154,3.4745588302612305,0.11708526041784303,15.259521484375,-0.0014120451095642314,0.011039489168230306,0.26225065459806823,0.0,0.0,0.22289156626506024,0.9333333333333333,0.0,0.0,0.24324324324324326,0.5945945945945946,0.16216216216216217,0.24324324324324326,0.5945945945945946,0.16216216216216217,0.47107208228191816,0.909101128578186,1.541488996436519,0.10484506263427677,0.2229712701612903,0.022281096354427356,1.0188296895113684,0.5008661634318771,1.4801344376417898
39,300,18.76444673538208,delta_cft,7,False,True,time_limit,1.0,3.0208194046950116,1.7465319023540846,498439408.5437348,15,15,181,-0.03341490775346756,-0.00016859248717082664,0.18783837929368039,-15.0,2.0136678218841553,0.11208066773360441,15.395873069763184,-0.0024454243265971797,0.013551296981948074,0.37280367225407673,0.0,0.0,0.17679558011049723,0.9333333333333333,0.0,0.0,0.28125,0.53125,0.1875,0.28125,0.53125,0.1875,0.49476663512177765,0.8536850810050964,1.5820146723318909,0.09955968517194486,0.21027542372881355,0.025051110846353537,4.292856934085741,2.139839277476451,2.529466903058149
40,300,20.288764476776123,delta_cft,7,False,True,time_limit,1.0,3.0890541086914607,1.3614855085379822,466451187.8300441,14,14,165,-0.02487197332084179,0.0017443066462874413,0.43945974558591894,-10.059429168701172,5.386590003967285,0.22772386904834058,15.307531356811523,-0.001433347391501182,0.02915287535129231,0.31968031416335807,0.0,0.0,0.13333333333333333,1.0,0.0,0.0,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.4708371084522117,0.8137322068214417,1.5960500137727769,0.11540120746558685,0.23450307377049182,0.024009023522042105,2.748972755963685,1.3665744046695898,2.1721823015173927
